"direccion_completo","calle_colonia","cp","tipo","delegacion","ciudad","precio","ID","lon","lat","descripcion","caracteristicas","amenidades","inf_colonia","fila1","fila2","moneda","RECAMARAS","BANOS","ESTACIONAMIENTOS","No_de_pisos","Edad_inmueble","AREA_TERRENO","AREA_CONSTRUIDA","Tamano_jardin","Jardin","NA","Cisterna","Gas Natural","Seguridad privada","Zona privada","Alberca","Telefonía","Mascotas","Lavandería","Gimnasio","Terraza","Cuarto de servicio","Calefacción","Chimenea","CUENTA CATASTRAL 35425130 ","USO DE SUELO Habitacional. ","SUPERFICIE DE TERRENO 962.0 m²","ÁREA CONSTRUIDA 577 m²","Sótano","CUENTA CATASTRAL 03829833 ","USO DE SUELO Habitacional con Comercio  ","SUPERFICIE DE TERRENO 138.0 m²","ÁREA CONSTRUIDA 330 m²","CUENTA CATASTRAL 03533508 ","SUPERFICIE DE TERRENO 9931.0 m²","CUENTA CATASTRAL 04112001 ","USO DE SUELO Habitacional ","SUPERFICIE DE TERRENO 172.0 m²","ÁREA CONSTRUIDA 413 m²","Amueblado","CUENTA CATASTRAL 02535601 ","SUPERFICIE DE TERRENO 164.0 m²","ÁREA CONSTRUIDA 393 m²","Elevador","CUENTA CATASTRAL 06161507 ","USO DE SUELO Habitacional Mixto. ","SUPERFICIE DE TERRENO 10470.0 m²","ÁREA CONSTRUIDA 29315 m²","Aire acondicionado","CUENTA CATASTRAL 32516917 ","SUPERFICIE DE TERRENO 617.0 m²","ÁREA CONSTRUIDA 1974 m²","CUENTA CATASTRAL 02920403 ","SUPERFICIE DE TERRENO 1982.0 m²","CUENTA CATASTRAL 03203402 ","SUPERFICIE DE TERRENO 199.0 m²","ÁREA CONSTRUIDA 418 m²","CUENTA CATASTRAL 03917405 ","USO DE SUELO Centro de Barrio ","SUPERFICIE DE TERRENO 719.0 m²","ÁREA CONSTRUIDA 1725 m²","CUENTA CATASTRAL 00808712 ","USO DE SUELO Habitacional con Comercio en P. B. ","SUPERFICIE DE TERRENO 128.0 m²","ÁREA CONSTRUIDA 409 m²","Circuito Cerrado de TV","Planta de emergencia","Fibra óptica","Vigilancia","Tiene oficina","CUENTA CATASTRAL 02801738 ","SUPERFICIE DE TERRENO 61.0 m²","ÁREA CONSTRUIDA 127 m²","CUENTA CATASTRAL 02919002 ","SUPERFICIE DE TERRENO 402.0 m²","Urbanizado","zona","Precio m2"
"Aguiar y Seijas, Colonia Lomas de Chapultepec II Sección, C.P. 11000 ","Aguiar y Seijas","11000","Casa","Miguel Hidalgo","DF / CDMX","28,500,000 ","28193376","-99.2065805197","19.4212430202","Excelente casa en virreyes! casa en dos niveles, acceso desde el jardín a sala comedor,terraza, cocina y antecomedor. en una novel arriba se encuentran 3 recamaras cada una con baño y closet. la principal cuanta con walk-in closet. medio nivel abajo se encuentra cuarta recámara con baño completo o área para estudio y family, con salida a una terraza. cuanta con cuarto de servicio grande y área de lavado y tendido. jardín al frente con terraza y terraza en la parte de atrás de la casa. 4 lugares de estacionamiento.  id: eb-qm1894","RECÁMARAS4 , BAÑOS4 , ESTACIONAMIENTOS4 , Edad del inmuebleNuevo , ÁREA TERRENO560 m2, ÁREA CONSTRUIDA360 m2, NA, NA, NA","NA, NA, NA, NA, NA","Precio por/m2 promedio en Zona Lomas de Chapultepec$ 66.96 mil MN24% abajo del precio por/m2 promedio, Precio promedioEste porcentaje muestra el valor de la propiedad con respecto a la tendencia de los precios de la zona.Aunque haya un precio medio en una colonia, cada vivienda cuenta con particularidades que podrían incrementar o disminuir el valor.El porcentaje se ofrece solo como una guía y podría no reflejar el valor particular de la propiedad.Regresar a la propiedadVer estadísticas, NA, NA, NA","NA","NA","MXN","4","4","4",NA,NA,"560","360",NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zona Lomas de Chapultepec$ 66.96 mil MN24% abajo del precio por/m2 promedio","66.9624% abajo del precio por/m2 promedio, Precio promedioEste porcentaje muestra el valor de la propiedad con respecto a la tendencia de los precios de la zona.Aunque haya un precio medio en una colonia, cada vivienda cuenta con particularidades que podrían incrementar o disminuir el valor.El porcentaje se ofrece solo como una guía y podría no reflejar el valor particular de la propiedad.Regresar a la propiedadVer estadísticas, NA, NA, NA"
"Arecibo, Colonia Rinconada de Tarango, C.P. 01619 ","Arecibo","01619","Casa","Álvaro Obregón","DF / CDMX","29,998,000 ","28234762","-99.2220783234","19.3621258846","### casa de lujo en venta: excelente inversión en rinconada de tarango ubicación inmejorable: a solo 15 minutos de santa fe, cuajimalpa y barranca del muerto, insurgentes. **características generales:** - **superficie de terreno:** 1,170 m² en fraccionamiento privado con seguridad 24 horas. - **ubicación:** rinconada de tarango, lomas de tarango. - **comodidades cercanas:** a poca distancia de plaza comercial, walmart, cine, restaurantes, supermercados, centros de convivencia, gasolinerías y farmacias. **distribución de la casa:** - **niveles:** tres niveles cuidadosamente diseñados. - **estacionamiento:** capacidad para 10 automóviles. - **espacios adicionales:** taller, área de lavado y patio. - **áreas sociales:** sala-comedor, salón de juegos, varias terrazas y un medio baño de visitas. - **cocina:** amplia cocina cerrada con despensa. - **oficinas y bienestar:** despacho, biblioteca, gimnasio y cuarto de vapor. - **jardines:** jardín delantero de 300 m² y jardín trasero de 400 m². - **recámaras:** 8 recámaras con dos cuartos de vapor adicionales. **seguridad y convivencia:** - **estacionamiento para visitas:** espacio adicional en la calle cerrada. - **áreas comunes:** jardín común con juegos para niños. - **vigilancia:** cámaras de vigilancia y videograbación 24 horas al día en todas las calles del fraccionamiento. esta propiedad representa una oportunidad única de inversión en una zona exclusiva y bien comunicada, ideal para quienes buscan lujo, comodidad y seguridad.  id: eb-qo6577","RECÁMARAS8 , BAÑOS6 , Edad del inmueble36 años, ÁREA TERRENO1170 m2, ÁREA CONSTRUIDA1170 m2, Jardín1 , NA, NA, NA","Gimnasio, Terraza, Cuarto de servicio, Seguridad privada, NA","Precio por/m2 promedio en Rinconada de Tarango, $ 46.73 mil MN","NA","NA","MXN","8","6",NA,NA,"36","1170","1170",NA,"1",1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rinconada de Tarango","46.73"
"Arecibo, Colonia Rinconada de Tarango, C.P. 01619 ","Arecibo","01619","Casa","Álvaro Obregón","DF / CDMX","29,998,000 ","28422366","-99.2220783234","19.3621258846","### casa de lujo en venta: excelente inversión en rinconada de tarango ubicación inmejorable: a solo 15 minutos de santa fe, cuajimalpa y barranca del muerto, insurgentes. **características generales:** - **superficie de terreno:** 1,170 m² en fraccionamiento privado con seguridad 24 horas. - **ubicación:** rinconada de tarango, lomas de tarango. - **comodidades cercanas:** a poca distancia de plaza comercial, walmart, cine, restaurantes, supermercados, centros de convivencia, gasolinerías y farmacias. **distribución de la casa:** - **niveles:** tres niveles cuidadosamente diseñados. - **estacionamiento:** capacidad para 10 automóviles. - **espacios adicionales:** taller, área de lavado y patio. - **áreas sociales:** sala-comedor, salón de juegos, varias terrazas y un medio baño de visitas. - **cocina:** amplia cocina cerrada con despensa. - **oficinas y bienestar:** despacho, biblioteca, gimnasio y cuarto de vapor. - **jardines:** jardín delantero de 300 m² y jardín trasero de 400 m². - **recámaras:** 8 recámaras con dos cuartos de vapor adicionales. **seguridad y convivencia:** - **estacionamiento para visitas:** espacio adicional en la calle cerrada. - **áreas comunes:** jardín común con juegos para niños. - **vigilancia:** cámaras de vigilancia y videograbación 24 horas al día en todas las calles del fraccionamiento. esta propiedad representa una oportunidad única de inversión en una zona exclusiva y bien comunicada, ideal para quienes buscan lujo, comodidad y seguridad.  id: eb-qw8472","RECÁMARAS8 , BAÑOS6 , Edad del inmueble36 años, ÁREA TERRENO1170 m2, ÁREA CONSTRUIDA1170 m2, Jardín1 , NA, NA, NA","Gimnasio, Terraza, Cuarto de servicio, Seguridad privada, NA","Precio por/m2 promedio en Rinconada de Tarango, $ 46.73 mil MN","NA","NA","MXN","8","6",NA,NA,"36","1170","1170",NA,"1",1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rinconada de Tarango","46.73"
"Av. San Jerónimo 1300, Colonia San Jerónimo Lídice, C.P. 10200 ","Av. San Jerónimo 1300","10200","Casa","La Magdalena Contreras","DF / CDMX","5,900,000 ","28660477","-99.226107","19.326137","La propiedad en venta se encuentra en san jerónimo lídice, la magdalena contreras, ciudad de méxico. construida en 1995, cuenta con 3 suites, 2 baños completos y 1 medio baño. dispone de una cocina integral, cuarto de lavado, patio de servicio, closets, cisterna y garaje para 2 autos. con una superficie total de 100 m² y 220 m² de superficie techada, la casa está en buen estado de conservación. además, ofrece accesibilidad para adultos mayores y personas con discapacidad, seguridad las 24 horas y se encuentra en una zona de fácil acceso. una excelente opción para quienes buscan comodidad y funcionalidad en su hogar.","RECÁMARAS3 , BAÑOS2 , ESTACIONAMIENTOS2 , No. de pisos1 , Edad del inmueble29 años, ÁREA TERRENO70 m2, ÁREA CONSTRUIDA215 m2, NA, NA","Lavandería, NA, NA, NA, NA","Precio por/m2 promedio en Zona San Jerónimo, $ 31.15 mil MN","NA","NA","MXN","3","2","2","1","29","70","215",NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zona San Jerónimo","31.15"
"Avenida Jesus del Monte 46 #46, Colonia La Manzanita, C.P. 05030 ","Avenida Jesus del Monte 46 #46","05030","Casa","Cuajimalpa de Morelos","DF / CDMX","7,500,000 ","27508251","-99.305684","19.3471076","Amplia residencia construida en 3 niveles, ubicada dentro de fraccionamiento en condominio de 25 casas, con seguridad privada 7x24; consta de: en planta baja se ubica estancia-comedor con doble altura cocina equipada, 1/2 baño para visitas y jardín. en primer nivel, recámara secundaria con baño completo y clóset, clóset de blancos, salón de tv y estudio con baño completo. segundo nivel recámara principal con walking clóset, área de estar y baño completo, segunda recámara secundaria con baño completo y clóset y clóset de blancos. tercer nivel cuarta recámara secundaria o cuarto de servicio con baño completo, área de lavado, bodega y terraza o roof garden con 1/2 baño. 2 cajones de estacionamiento. se localiza a 8 minutos de santa fe y a 15 minutos de interlomas. cerca de zona de bancos y escuelas. tec de monterrey, universidad ibero, entre otras. el desarrollo cuenta con salón de eventos, área infantil,gym cuenta con estacionamiento para visitas.","RECÁMARAS3 , BAÑOS3 , ESTACIONAMIENTOS2 , No. de pisos3 , Edad del inmueble11 años, ÁREA TERRENO110 m2, ÁREA CONSTRUIDA225 m2, NA, NA","Cisterna, Zona privada, Gimnasio, Terraza, Cuarto de servicio","Precio por/m2 promedio en La Manzanita, $ 29.04 mil MN","NA","NA","MXN","3","3","2","3","11","110","225",NA,NA,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"La Manzanita","29.04"
"Ayuntamiento #191, Colonia Romero de Terreros, C.P. 04310 ","Ayuntamiento #191","04310","Casa","Coyoacán","DF / CDMX","11,200,000 ","28625397","-99.16986570289585","19.34268790657417","Casa en venta
distribuida en 2 niveles habitacionales y medio sótano como estacionamiento.

consta de 4 recámaras, cada una con clóset: una con un pequeño armario, tocador de madera empotrado y con vista amplia al jardín. otra con vestidor y balcón que da al jardín. otra recámara con repisas empotradas para libros. opción a 5° recámara.

3 baños completos, uno en una de las recámaras, otro lo comparten las otras 3 recámaras. opción a 4° baño completo.

clóset de blancos externo a las recámaras.

sala comedor muy amplia e iluminada, con medio baño, instalación de sonido en el techo, con duela de madera y doble altura en la sala.

cantina de madera en la sala.

cocina integral con alacena, lavavajillas, antecomedor amplio y con vista al jardín.

despacho amplio, muy iluminado con espacio para sala de trabajo y de lectura.

estudio privado con salida al jardín, comunicado al despacho.

sala de tv en la planta alta que comunica a las 4 recámaras.

área de lavado techada con cisterna de 8000 l de capacidad, bóiler y espacio para lavadora y secadora.

cuarto de servicio con baño completo.

estacionamiento en desnivel muy amplio para 5 vehículos con medio baño, bodega, jardinera, salida propia a jardín trasero, gavetas de almacenaje y entrada independiente a la sala comedor.

jardín trasero muy amplio, apto para reuniones y actividades al aire libre.

ubicado en una de las colonias más privilegiadas y atractivas de la alcaldía coyoacán: el fraccionamiento romero de terreros. esta colonia cuenta con muy diversos servicios comerciales y puntos de interés muy importantes.
está a 2 minutos de la comer de miguel ángel de quevedo, plaza comercial santa catarina, mercado roma coyoacán, hospital pediátrico coyoacán; a 5 minutos de la escuela moderna americana, plaza comercial oasis coyoacán y del centro de coyoacán así como de sus puntos culturales más relevantes; a 7 minutos de los viveros de coyoacán, parque la bombilla, avenida insurgentes sur; a 10 minutos de ciudad universitaria, circuito interior río churubusco, cineteca nacional y del complejo residencial y comercial torre mítikah.

se aceptan créditos

el inmueble se ofrece en el estado físico en que se encuentra; los interiores y medidas pueden variar respecto al aspecto real que ofrece el inmueble, por eso es indispensable agendar cita y corroborar los datos con la documentación legal.

el precio de compraventa no incluye:
- gastos e impuestos por escrituración
- comisiones, avalúos, o costos por la expedición de cualquier crédito bancario
- mobiliario o cualquier decoración que se aprecie en las imágenes","RECÁMARAS4 , BAÑOS3 , ESTACIONAMIENTOS5 , No. de pisos2 , Edad del inmueble40 años, ÁREA TERRENO223 m2, ÁREA CONSTRUIDA350 m2, NA, NA","Cisterna, Zona privada, Telefonía, Mascotas, Calefacción","Precio por/m2 promedio en Romero de Terreros, $ 38.39 mil MN","Arturo","Mendoza","MXN","4","3","5","2","40","223","350",NA,NA,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romero de Terreros","38.39"
"Bahía 200, Colonia Ampliación Las Aguilas, C.P. 01759 ","Bahía 200","01759","Casa","Álvaro Obregón","DF / CDMX","4,190,000 ","28660771","-99.2624415","19.3330693","¡magnífica casa de un nivel en las águilas. ideal para personas de la tercera edad!

características de la casa:
- amplios espacios con 3 recámaras.
- 2 baños completos.
- un amplio patio trasero, perfecto para disfrutar de reuniones al aire libre o crear un hermoso jardín.
- 2 estacionamientos.
- cocina equipada.

esta casa cuenta con un solo nivel, sin escaleras ni desniveles, facilitando el acceso y la movilidad.

además de sus características excepcionales, la ubicación de la propiedad es privilegiada. encontrarás una amplia variedad de servicios cercanos, como supermercados, farmacias, centros médicos y hermosas áreas verdes para disfrutar de momentos de paz y tranquilidad.

el precio de la casa es de $4,190,000 negociables y no incluyen los gastos de escrituración (honorarios del notario, impuesto por el traslado de dominio, derechos de inscripción en el rpp, avalúos, etc.) mismos que deberán ser consultados con la notaría de su elección.

se aceptan pagos de contado y/o créditos hipotecarios cuyo cat dependerá del perfil que tenga usted en el banco y el tipo de producto contratado. para mayor información, acudir a la sucursal bancaria de su preferencia.","RECÁMARAS3 , BAÑOS2 , ESTACIONAMIENTOS2 , No. de pisos1 , Edad del inmueble34 años, ÁREA TERRENO220 m2, ÁREA CONSTRUIDA99 m2, Tamaño del jardin20 m2, NA","Mascotas, Lavandería, NA, NA, NA","Precio por/m2 promedio en Ampliación Las Aguilas, $ 21.64 mil MN","NA","NA","MXN","3","2","2","1","34","220","99","20",NA,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ampliación Las Aguilas","21.64"
"Barrio La Concepción, Coyoacán, Ciudad de México, Colonia Barrio La Concepción, C.P. 04020 ","Barrio La Concepción, Coyoacán, Ciudad de México","04020","Casa","Coyoacán","DF / CDMX","15,000,000 ","24709742","-99.1588734000","19.3461943000","En un barrio lleno de cultura, tradiciones, leyendas, cafés, bares y hermosa vegetación. a unas cuadras de la iglesia la conchita, y a unas cuadras de miguel angel a quevedo. esta hermosa casa se encuentra en un conjunto de solo 6 casas con vigilancia, área verde con muro de agua. distribuida en 3 niveles, perfectamente planeados, los acabados son de lujo te brinda confort. pb acceso a un hall medio baño cuarto de servicio con baño completo independiente 1 nivel con vista al callejón acceso directo a sala medio baño instalaciòn para cantina instalacion para chimenea electrica comedor ante comedor cocina con equipada con electrodomésticos de lujo, amplios espacios para despensa 2 nivel room family medio baño 3 recamaras con baño completo. la principal con walking closet, jacuzzi, muy iluminado 3 nivel instalacion para área para roof garden conócela y agenda una cita con nosotros.  id: eb-kc3278","RECÁMARAS3 , BAÑOS4 , ESTACIONAMIENTOS4 , Edad del inmuebleNuevo , ÁREA TERRENO0 m2, ÁREA CONSTRUIDA354 m2, Jardín1 , NA, NA","NA, NA, NA, NA, NA","Precio por/m2 promedio en Barrio La Concepción$ 45.27 mil MN, Precio promedioEste porcentaje muestra el valor de la propiedad con respecto a la tendencia de los precios de la zona.Aunque haya un precio medio en una colonia, cada vivienda cuenta con particularidades que podrían incrementar o disminuir el valor.El porcentaje se ofrece solo como una guía y podría no reflejar el valor particular de la propiedad.Regresar a la propiedadVer estadísticas, NA, NA, NA","NA","NA","MXN","3","4","4",NA,NA,"0","354",NA,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Barrio La Concepción$ 45.27 mil MN","45.27, Precio promedioEste porcentaje muestra el valor de la propiedad con respecto a la tendencia de los precios de la zona.Aunque haya un precio medio en una colonia, cada vivienda cuenta con particularidades que podrían incrementar o disminuir el valor.El porcentaje se ofrece solo como una guía y podría no reflejar el valor particular de la propiedad.Regresar a la propiedadVer estadísticas, NA, NA, NA"
" _ , Colonia Barrio San Francisco, C.P. 10500 "," _ ","10500","Casa","La Magdalena Contreras","DF / CDMX","6,000,000 ","28712309","-99.2353589000","19.3123673000","-237m2 de construcción -157m2 de terreno -3 recámaras (princ. c/vestidor y baño completo) -2 baños -cocina integral cerrada c/alacena -cuarto de servicio c/baño completo -cuarto de lavado -chimenea en estancia -2 cajones de estacionamiento independientes -casa en condominio horizontal (14 casas) -caseta de vigilancia 24/7.  id: eb-rj7105","RECÁMARAS3 , BAÑOS2 , ESTACIONAMIENTOS2 , Edad del inmueble30 años, ÁREA TERRENO157 m2, ÁREA CONSTRUIDA237 m2, NA, NA, NA","Cuarto de servicio, Seguridad privada, NA, NA, NA","NA, NA","NA","NA","MXN","3","2","2",NA,"30","157","237",NA,NA,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA, NA","NA, NA"
"Bosque de Manzanos, Colonia Los Manzanos, C.P. 11460 ","Bosque de Manzanos","11460","Casa","Miguel Hidalgo","DF / CDMX","25,000,000 ","28663900","-99.2478014","19.3954204","Casa en venta / renta en bosques de las lomas disfruta de un ambiente amplio y luminoso, ideal para familias. ¡no dejes pasar esta oportunidad! ubicación privilegiada en una de las zonas más exclusivas. terreno: 800 m² construcción: 350 m² características: 2 recámaras con walking closet (opción a una tercera) 2 baños sala y living con doble altura comedor y antecomedor cocina equipada despacho área de servicio y cuarto de servicio terraza con vista estacionamiento: 3 lugares internos 5 lugares externos jardín: 200 m² disfruta de un ambiente amplio y luminoso, ideal para familias. ¡no dejes pasar esta oportunidad! rentar o comprar esta propiedad es una decisión inteligente!, si deseas conocerla, agenda una cita conmigo, por whatsapp! bettina delgado 55-54-06-93-56.  id: eb-rh5395","RECÁMARAS2 , BAÑOS2 , ESTACIONAMIENTOS3 , Edad del inmuebleNuevo , ÁREA TERRENO800 m2, ÁREA CONSTRUIDA350 m2, Jardín1 , NA, NA","Cuarto de servicio, NA, NA, NA, NA","Precio por/m2 promedio en Los Manzanos, $ 12.00 mil MN","NA","NA","MXN","2","2","3",NA,NA,"800","350",NA,"1",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Los Manzanos","12.00"
"Calle 22-A 23 #23, Colonia Santa Rosa, C.P. 07620 ","Calle 22-A 23 #23","07620","Casa","Gustavo A. Madero","DF / CDMX","3,498,400 ","28654619","-99.1677691","19.5237134","Informes al tel: 55 44 64 4 4 9 3 ->en venta > casa con 3 departamentos < en su interior, cada uno con entrada independiente , cada uno con sala comedor, baño completo, cocina, area de lavado, medidor de luz , agua, tinaco propio, ideal para rentarlos cada uno, o para familias grandes que quieren vivir unidas pero con espacios independientes.---- --a una cuadra del metrobus, excelente ubicación, vialidades, y medios de transporte.--- ---se muestra previa cita , pues se encuentran rentados.--- ----> se venden los tres como una sola casa, $3,498,400mn.< ----- ---esta casa es una oportunidad única que combina funcionalidad y rentabilidad. ¡no dejes pasar la oportunidad de hacerla tuya!--- gracias","RECÁMARAS7 , BAÑOS3 , ESTACIONAMIENTOS1 , No. de pisos2 , Edad del inmueble47 años, ÁREA TERRENO160 m2, ÁREA CONSTRUIDA237 m2, NA, NA","Zona privada, Mascotas, Terraza, Lavandería, Cuarto de servicio","Precio por/m2 promedio en Santa Rosa, $ 22.03 mil MN","NA","NA","MXN","7","3","1","2","47","160","237",NA,NA,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Santa Rosa","22.03"
